event_type, timestamp, total_iterations, iterations_per_second, resident_set_size, percent_heap_used, percent_new_space_used, percent_old_space_used
PROFILE, 8103.999999999999, 3048936, 434540, 1315770368, 95.97776011706777, 18.333745002746582, 98.12276485156126
PROFILE, 8208, 3095118, 452764.70588235295, 1335439360, 95.83229983145249, 15.037918090820312, 98.02421004620004
PROFILE, 8314, 3142443, 442289.71962616825, 1355112448, 95.77364568185907, 15.038537979125977, 97.9287564293804
PROFILE, 8413, 3196118, 536750, 1374773248, 96.16729953796533, 33.36033821105957, 97.83630710795876
PROFILE, 8515, 3239835, 437170, 1394434048, 95.85331364129857, 22.95384407043457, 97.74673978971948
PROFILE, 8614, 3275632, 357970, 1409196032, 95.8318811229195, 23.830890655517578, 97.68136402669465
PROFILE, 8714, 3281456, 58240, 1409200128, 96.23447815242206, 40.64292907714844, 97.68138395241532
PROFILE, 8816, 3283213, 17396.039603960395, 1409200128, 96.35613041444027, 45.722413063049316, 97.68140446418658
PROFILE, 8917, 3284430, 11931.372549019608, 1414017024, 95.96733918452907, 15.099334716796875, 98.03504205217857
PROFILE, 9019, 3285984, 15386.138613861385, 1414017024, 96.07495157294085, 19.59245204925537, 98.03506373605106
PROFILE, 9119, 3287336, 13520, 1414017024, 96.1686297065091, 23.503780364990234, 98.03508248967051
PROFILE, 9220, 3288823, 14578.431372549021, 1414017024, 96.27160685851022, 27.803516387939453, 98.03509948513813
PROFILE, 9320, 3290242, 14190, 1414017024, 96.36988997014083, 31.907153129577637, 98.03511823875758
PROFILE, 9422, 3291593, 13245.098039215687, 1414017024, 96.46348817599663, 35.8151912689209, 98.03513582027581
PROFILE, 9522, 3293148, 15550, 1414021120, 96.57116564840284, 40.31116962432861, 98.03515398784467
MARK_SWEEP, 9534
PROFILE, 9624, 3324323, 311750, 1428078592, 96.62953810373006, 33.167409896850586, 98.25756800256433
PROFILE, 9726, 3353454, 280105.76923076925, 1442586624, 96.21182565614792, 15.105009078979492, 98.24756010227777
PROFILE, 9825, 3403572, 501180, 1462267904, 96.33925561018025, 23.145079612731934, 98.15691745838664
PROFILE, 9926, 3448154, 445820, 1481953280, 96.09762010865322, 15.232110023498535, 98.06789540723338
PROFILE, 10027, 3449641, 14722.772277227721, 1481953280, 96.19588034830934, 19.53277587890625, 98.06791495071202
PROFILE, 10132, 3451196, 14809.52380952381, 1481953280, 96.2986070615181, 24.029040336608887, 98.06793281903535
PROFILE, 10235, 3452751, 15097.087378640777, 1481953280, 96.40132669459564, 28.5250186920166, 98.06795012897356
PROFILE, 10338, 3454373, 15747.572815533982, 1481953280, 96.508482302199, 33.21518898010254, 98.06796743891178
PROFILE, 10441, 3456063, 16407.766990291264, 1481953280, 96.62009839247472, 38.100624084472656, 98.06798474885
PROFILE, 10545, 3457618, 15097.087378640777, 1481953280, 96.72282074867965, 42.59672164916992, 98.06800205878822
PROFILE, 10646, 3459173, 15245.098039215687, 1481953280, 96.82555726514704, 47.0935583114624, 98.06801657680091
PROFILE, 10748, 3460524, 13245.098039215687, 1486790656, 96.35993388442125, 16.83933734893799, 98.29706787782189
MARK_SWEEP, 10826
PROFILE, 10848, 3477148, 166240, 1487511552, 97.02709060628202, 46.898794174194336, 98.27329900926888
MARK_SWEEP, 11661
PROFILE, 11666, 3500483, 28526.894865525675, 1499840512, 96.29985607703605, 15.6022310256958, 98.24103013831552
MARK_SWEEP, 12405
PROFILE, 12410, 3512115, 15634.408602150537, 1504165888, 96.27956548554756, 14.322161674499512, 98.24273279720752
MARK_SWEEP, 13273
PROFILE, 13278, 3524191, 13912.442396313365, 1509437440, 96.30546753643432, 14.872431755065918, 98.25030497171551
MARK_SWEEP, 14207
PROFILE, 14211, 3536076, 12724.839400428265, 1514713088, 96.29214917182875, 14.64080810546875, 98.23500497241002
MARK_SWEEP, 15124
PROFILE, 15129, 3548042, 13049.073064340238, 1519693824, 96.31458434503111, 14.737343788146973, 98.24956065519982
MARK_SWEEP, 15994
PROFILE, 15998, 3559974, 13714.942528735632, 1524727808, 96.30240183031242, 14.687085151672363, 98.23135176339613
MARK_SWEEP, 16772
PROFILE, 16776, 3571923, 15358.611825192802, 1529729024, 96.32433368497686, 14.712738990783691, 98.24709454532258
MARK_SWEEP, 17548
PROFILE, 17553, 3583864, 15387.886597938144, 1534750720, 96.31263908192398, 14.701986312866211, 98.22857726468118
MARK_SWEEP, 18341
PROFILE, 18346, 3595808, 15061.790668348045, 1539768320, 96.3010592761779, 14.704179763793945, 98.20993435479554
MARK_SWEEP, 19525
PROFILE, 19530, 3607751, 10086.993243243243, 1545265152, 96.55518099969062, 21.764421463012695, 98.3102005378586
PROFILE, 19633, 3609172, 13796.11650485437, 1545334784, 96.6454456358916, 25.875186920166016, 98.31023643882321
PROFILE, 19737, 3610795, 15757.28155339806, 1545334784, 96.74842861897261, 30.567622184753418, 98.31025572889375
PROFILE, 19838, 3612214, 14049.50495049505, 1545334784, 96.83851119829751, 34.67223644256592, 98.31027287562311
PROFILE, 19937, 3613701, 14870, 1545334784, 96.93288153094515, 38.97225856781006, 98.31029002235248
PROFILE, 20039, 3615256, 15245.098039215687, 1545334784, 97.03155321886602, 43.468356132507324, 98.31030609741126
PROFILE, 20141, 3616811, 15245.098039215687, 1545334784, 97.13024060134516, 47.965121269226074, 98.31032324414062
MARK_SWEEP, 22039
MARK_SWEEP, 25165
MARK_SWEEP, 28355
MARK_SWEEP, 31457
MARK_SWEEP, 34647
