event_type, timestamp, total_iterations, iterations_per_second, resident_set_size, percent_heap_used, percent_new_space_used, percent_old_space_used
PROFILE, 1000, 691917, 691917, 26562560, 55.68233916534496, 30.932998657226562, 84.88285829425557
PROFILE, 2000, 1400891, 708974, 27193344, 56.12227299528302, 32.35034942626953, 80.63479548929664
PROFILE, 3000, 2078808, 677917, 27332608, 52.431603773584904, 22.505760192871094, 80.721999235474
PROFILE, 4000, 2688172, 609364, 31625216, 42.28988755443658, 19.263458251953125, 80.73991781345565
PROFILE, 5000, 3319350, 631178, 31678464, 46.95463476456179, 27.621078491210938, 80.76221648827728
PROFILE, 6000, 4024142, 704792, 31739904, 43.68929045318454, 21.755409240722656, 80.77854230377166
PROFILE, 7000, 4724115, 699973, 31793152, 43.72570554912901, 21.812915802001953, 80.79486811926606
PROFILE, 8000, 5379355, 655240, 31854592, 58.92701457879696, 49.07255172729492, 80.81716679408767
PROFILE, 9000, 6048563, 669208, 31916032, 31.595385223870444, 0.033283233642578125, 80.83349260958205
PROFILE, 10000, 6756225, 707662, 31973376, 31.599744403238976, 0.033283233642578125, 80.84981842507645
PROFILE, 11000, 7439661, 683436, 32026624, 46.71642156028851, 27.141857147216797, 80.87052433741081
PROFILE, 12000, 8148775, 709114, 32088064, 34.836594566548726, 5.822277069091797, 80.8868501529052
PROFILE, 13000, 8864440, 715665, 32153600, 38.16413692501361, 11.783981323242188, 80.90297687308869
PROFILE, 14000, 9576758, 712318, 32210944, 33.12652039670659, 2.7360916137695312, 80.92527554791029
PROFILE, 15000, 10288842, 712084, 32268288, 52.986888439031034, 38.356685638427734, 80.94160136340469
PROFILE, 16000, 11001940, 713098, 32333824, 56.282587523816005, 44.26116943359375, 80.95792717889908
PROFILE, 17000, 11708400, 706460, 32399360, 43.443953711894395, 21.21868133544922, 80.98022585372068
PROFILE, 18000, 12415273, 706873, 40824832, 39.5415651760748, 26.875877380371094, 80.9965516692151
PROFILE, 19001, 13121775, 705796.2037962038, 40857600, 30.644503943114294, 14.443111419677734, 81.01247929408767
PROFILE, 20001, 13819103, 697328, 40882176, 29.187033052254456, 12.401628494262695, 81.03517615953109
PROFILE, 21001, 14532556, 713453, 40914944, 32.791985702114644, 17.433738708496094, 81.05150197502549
PROFILE, 22002, 15247827, 714556.4435564437, 40943616, 48.87137228023418, 39.89229202270508, 81.06782779051987
PROFILE, 23002, 15957209, 709382, 40976384, 24.543975008738204, 5.90214729309082, 81.0905246559633
PROFILE, 24002, 16663992, 706783, 41000960, 52.76881580959455, 45.32766342163086, 81.10645228083588
PROFILE, 25002, 17367128, 703136, 41029632, 20.775966117616218, 0.6306171417236328, 81.12277809633028
PROFILE, 26002, 18054347, 687219, 41062400, 20.34069435948969, 0.017213821411132812, 81.14507677115188
PROFILE, 27002, 18746596, 692249, 41095168, 54.41818583974135, 47.61862754821777, 81.16140258664628
PROFILE, 28002, 19459873, 713277, 41119744, 21.622411307235232, 1.799917221069336, 81.17772840214067
PROFILE, 29002, 20170626, 710753, 41152512, 41.89541872378539, 30.115413665771484, 81.20002707696227
PROFILE, 30002, 20866646, 696020, 41181184, 31.46179903224397, 15.536022186279297, 81.21635289245668
PROFILE, 31002, 21568680, 702034, 41205760, 27.10088938526739, 9.440040588378906, 81.23267870795107
PROFILE, 32002, 22271958, 703278, 41234432, 31.276112209454737, 15.267372131347656, 81.25497738277268
PROFILE, 33002, 22967970, 696012, 41263104, 20.787708078469066, 0.6114482879638672, 81.27130319826708
PROFILE, 34002, 23671429, 703459, 41295872, 26.20396059070255, 8.173894882202148, 81.28762901376146
PROFILE, 35002, 24373248, 701819, 41332736, 20.36895698619364, 0.017213821411132812, 81.30992768858309
PROFILE, 36002, 25086850, 713602, 41361408, 24.98907724571828, 6.467866897583008, 81.32466074159022
PROFILE, 37002, 25788567, 701717, 41390080, 53.64625431448794, 46.497249603271484, 81.3409865570846
PROFILE, 38002, 26489006, 700439, 41422848, 38.34200782069207, 25.112342834472656, 81.36308613659531
PROFILE, 39002, 27193062, 704056, 41447424, 47.85449799021321, 38.39712142944336, 81.37941195208971
PROFILE, 40002, 27908697, 715635, 41480192, 31.238496974397062, 15.181112289428711, 81.3957377675841
PROFILE, 41002, 28621039, 712342, 41508864, 27.221824755330303, 9.564638137817383, 81.4178373470948
PROFILE, 42002, 29342345, 721306, 41541632, 49.518033467319114, 40.707969665527344, 81.43396406727828
PROFILE, 43002, 30050985, 708640, 41566208, 55.291016307672145, 48.76875877380371, 81.45028988277268
PROFILE, 44002, 30764732, 713747, 41603072, 25.72110658423628, 7.4550628662109375, 81.47258855759429
PROFILE, 45002, 31471657, 706925, 41627648, 54.920291200629144, 48.241615295410156, 81.48891437308869
PROFILE, 46002, 32178065, 706408, 41656320, 45.37854852979727, 34.908151626586914, 81.50524018858309
PROFILE, 47002, 32888460, 710395, 41693184, 28.002187281544916, 10.628509521484375, 81.52753886340469
PROFILE, 48002, 33599293, 710833, 41721856, 48.82262948925201, 39.710187911987305, 81.54386467889908
PROFILE, 49002, 34310261, 710968, 41750528, 35.37671896845509, 20.92270851135254, 81.56019049439348
PROFILE, 50002, 35009677, 699416, 41779200, 48.24607873121286, 38.895511627197266, 81.5824891692151
PROFILE, 51002, 35720097, 710420, 41807872, 31.04001004893394, 14.855241775512695, 81.59861588939857
PROFILE, 52002, 36428778, 708681, 41840640, 37.094629281719676, 23.30946922302246, 81.61494170489296
PROFILE, 53002, 37141284, 712506, 41873408, 34.20300075367004, 19.264602661132812, 81.63724037971458
PROFILE, 54002, 37845795, 704511, 41897984, 46.83806743708494, 36.91153526306152, 81.65356619520897
PROFILE, 55002, 38561816, 716021, 41938944, 32.87056126572877, 17.395401000976562, 81.66989201070336
PROFILE, 56002, 39259670, 697854, 41963520, 35.02200252315624, 20.395565032958984, 81.69219068552498
PROFILE, 57002, 39965146, 705476, 41992192, 54.278715921006636, 47.29275703430176, 81.70851650101937
PROFILE, 58002, 40667929, 702783, 42029056, 55.056791495543514, 48.375797271728516, 81.72484231651376
PROFILE, 59002, 41391199, 723270, 42061824, 20.44391438745194, 0.017213821411132812, 81.74714099133537
PROFILE, 60002, 42106897, 715698, 42086400, 39.44636654578819, 26.55959129333496, 81.7618740443425
PROFILE, 61002, 42796257, 689360, 42123264, 53.7005950170395, 46.468496322631836, 81.778000764526
PROFILE, 62002, 43508435, 712178, 42151936, 48.55778683152744, 39.27888870239258, 81.79990124872579
PROFILE, 63002, 44201857, 693422, 42180608, 55.49097097824187, 48.96044731140137, 81.81622706422019
PROFILE, 64002, 44886837, 684980, 42209280, 39.691753047448444, 26.885461807250977, 81.83255287971458
PROFILE, 65002, 45584572, 697735, 42233856, 41.02658188788885, 28.744840621948242, 81.8548515545362
PROFILE, 66002, 46302503, 717931, 42266624, 40.16487897588256, 27.537202835083008, 81.87097827471968
PROFILE, 67002, 46993439, 690936, 42299392, 30.03979295919259, 13.388824462890625, 81.88730409021406
PROFILE, 68002, 47697341, 703902, 42332160, 38.49745226756379, 25.1986026763916, 81.90960276503569
PROFILE, 69002, 48400145, 702804, 42356736, 39.41957166419085, 26.4829158782959, 81.92572948521916
PROFILE, 70002, 49105183, 705038, 42389504, 20.477297055225446, 0.017213821411132812, 81.94185620540266
PROFILE, 71002, 49813050, 707867, 42422272, 20.947658161482, 0.6689548492431641, 81.96415488022426
PROFILE, 72002, 50517964, 704914, 42450944, 36.347683556885706, 22.17850685119629, 81.98028160040775
PROFILE, 73002, 51237655, 719691, 42479616, 47.56238258039147, 37.841224670410156, 81.99660741590215
PROFILE, 74002, 51941378, 703723, 42504192, 54.79160750174764, 47.934913635253906, 82.01890609072376
PROFILE, 75002, 52652081, 710703, 42536960, 39.527536263544214, 26.607513427734375, 82.03523190621814
PROFILE, 76002, 53359727, 707646, 42565632, 38.48062439924851, 25.141096115112305, 82.05155772171254
PROFILE, 77002, 54070970, 711243, 42594304, 26.921926883082836, 8.988571166992188, 82.07385639653415
PROFILE, 78002, 54717405, 646435, 59396096, 36.85090124643512, 29.853034019470215, 82.09018221202854
PROFILE, 79002, 55350555, 633150, 59412480, 25.3593328261866, 16.078591346740723, 82.10650802752293
PROFILE, 80002, 55973990, 623435, 59420672, 16.04170512706254, 4.908895492553711, 82.12860760703364
PROFILE, 81002, 56604598, 630608, 59432960, 35.40702504328784, 28.11601161956787, 82.14493342252803
PROFILE, 82002, 57230204, 625606, 59445248, 34.76878803600529, 27.349138259887695, 82.16125923802242
PROFILE, 83002, 57860485, 630281, 59461632, 52.826600376858835, 48.98850917816162, 82.18355791284404
PROFILE, 84002, 58489158, 628673, 59473920, 23.429244277093094, 13.75422477722168, 82.19988372833843
PROFILE, 85002, 59121763, 632605, 59486208, 50.782483385108975, 46.53475284576416, 82.21620954383282
PROFILE, 86002, 59742154, 620391, 59506688, 29.289852662202076, 20.77345848083496, 82.23850821865443
PROFILE, 87002, 60357141, 614987, 59518976, 27.20958952943573, 18.27833652496338, 82.25483403414883
PROFILE, 88002, 60983676, 626535, 59531264, 30.285174551843554, 21.962428092956543, 82.27115984964321
PROFILE, 89002, 61613369, 629693, 59547648, 45.99131935602974, 40.78335762023926, 82.29345852446484
PROFILE, 90002, 62237515, 624146, 59559936, 39.51455553575066, 33.019089698791504, 82.30978433995922
PROFILE, 91002, 62871524, 634009, 59572224, 31.455816166734568, 23.358845710754395, 82.32611015545362
