total_iterations, iterations_per_second, memory_usage
632411254, 607426, 90734592
633018714, 607460, 90759168
633626875, 608161, 90787840
634237171, 610296, 90816512
634841659, 604488, 90841088
635349456, 507797, 90636288
635801693, 452237, 90652672
636398687, 596994, 90677248
636999493, 600806, 90701824
637595896, 596403, 90726400
638191509, 595613, 90755072
638780694, 589185, 90779648
639369879, 588596.4035964037, 90816512
639970505, 600626, 90841088
640563327, 592822, 90861568
641161203, 597876, 90894336
641758875, 597672, 90923008
642355905, 597030, 90947584
642950312, 593813.1868131869, 90972160
643550827, 599915.084915085, 90996736
644140342, 589515, 91021312
644740443, 600101, 91049984
645334420, 593977, 91066368
645934248, 599828, 91099136
646531442, 597194, 91127808
647132606, 601164, 91156480
647729339, 596733, 91181056
648332289, 602950, 91209728
648928305, 596016, 91230208
649524102, 595797, 91258880
650120404, 596302, 91283456
650717272, 596868, 91308032
651315891, 598619, 91332608
651912720, 596232.7672327673, 91361280
652510054, 597334, 91381760
653111030, 600976, 91406336
653708649, 597619, 91435008
654305225, 596576, 91463680
654901871, 596646, 91488256
655494916, 593045, 91512832
656087948, 593032, 91537408
656693261, 605313, 91566080
657278307, 585046, 91590656
657873731, 595424, 91615232
658461232, 587501, 91639808
659059771, 598539, 91660288
659656753, 596982, 91680768
660256996, 600243, 91713536
660848974, 591978, 91734016
661443681, 594707, 91766784
662041812, 598131, 91787264
662637290, 595478, 91820032
663233858, 596568, 91848704
663827486, 593628, 91869184
664423329, 595843, 91897856
665018712, 595383, 91918336
665534270, 515558, 91942912
666118168, 583898, 91967488
666619684, 501516, 91987968
667123553, 503869, 92016640
667711736, 588183, 92033024
668299474, 587738, 92065792
668887392, 587918, 92094464
669474965, 587573, 92123136
670064150, 589185, 92147712
670664665, 600515, 92176384
671258813, 594148, 92205056
671854098, 595285, 92225536
672446047, 591949, 92254208
673045575, 599528, 92278784
673644581, 597810.3792415169, 92307456
674238291, 593710, 92336128
674833475, 595184, 92352512
675426233, 592758, 92381184
676026799, 600566, 92405760
676620253, 593454, 92430336
677205012, 584759, 92454912
677746215, 540662.3376623377, 92475392
678348486, 602271, 92499968
678947246, 598760, 92528640
679545612, 598366, 92553216
680142168, 596556, 92577792
680727379, 585211, 92606464
681323747, 596368, 92631040
681917368, 593621, 92655616
682425704, 508336, 92676096
683021862, 596158, 92696576
683613750, 591888, 92721152
684204589, 590839, 92753920
684793774, 589185, 92782592
685389682, 595908, 92803072
685984405, 594723, 92831744
686582497, 598092, 92852224
687177928, 595431, 92876800
687778392, 600464, 92901376
688374310, 595918, 92934144
688973741, 599431, 92950528
689567196, 593455, 92979200
690167718, 600522, 93003776
690763105, 595387, 93028352
691365453, 602348, 93057024
691958277, 592824, 93081600
692555153, 596876, 93114368
693145509, 590356, 93138944
693744298, 598789, 93167616
694338571, 594273, 93188096
694939056, 600485, 93216768
695533027, 593971, 93241344
696127562, 594535, 93265920
696724886, 597324, 93294592
697320948, 596062, 93315072
697917427, 596479, 93343744
698517047, 599620, 93368320
699115123, 598076, 93388800
699709480, 594357, 93413376
700305166, 595686, 93446144
700905718, 600552, 93474816
701502484, 596766, 93495296
702103652, 601168, 93519872
702695934, 591690.3096903098, 93548544
703295858, 599924, 93564928
703893020, 597162, 93597696
704495301, 602281, 93622272
705091393, 596092, 93650944
705691013, 599620, 93667328
706288090, 597077, 93696000
706887229, 599139, 93724672
707480259, 593030, 93749248
708084079, 603820, 93777920
708685050, 600971, 93806592
709285082, 600032, 93827072
709886234, 601152, 93855744
710482448, 596214, 93880320
711075319, 592871, 93896704
711673096, 597777, 93937664
712270191, 596498.5014985015, 93958144
712866546, 596355, 93986816
713459891, 593345, 94011392
714060435, 600544, 94035968
714659095, 598660, 94060544
715256396, 597301, 94093312
715846795, 590399, 94121984
716448845, 602050, 94142464
717041919, 593074, 94171136
717632011, 590092, 94191616
718230023, 596818.3632734531, 94216192
718821292, 591269, 94253056
719414641, 593349, 94273536
720008908, 594267, 94306304
720596368, 587460, 94343168
721195150, 598782, 94363648
721787794, 592644, 94388224
722381688, 593894, 94416896
722976941, 595253, 94437376
723571365, 594424, 94466048
724167689, 596324, 94494720
724768182, 600493, 94523392
725366428, 598246, 94543872
725958937, 592509, 94568448
726556770, 597833, 94593024
727156041, 599271, 94617600
727748520, 592479, 94646272
728337350, 588830, 94674944
728935861, 598511, 94699520
729525187, 589326, 94720000
730124675, 599488, 94752768
730723226, 598551, 94777344
731319053, 595827, 94801920
731918730, 599677, 94826496
732519926, 601196, 94851072
733117975, 598049, 94875648
733718791, 600215.7842157843, 94904320
734319117, 600326, 94924800
734923899, 604782, 94961664
735521710, 597811, 94982144
736121027, 599317, 95010816
736712649, 591622, 95035392
737305968, 593319, 95059968
737894170, 588202, 95080448
738479969, 585799, 95113216
739067128, 587159, 95137792
739666034, 598906, 95162368
740257753, 591719, 95186944
740856994, 598642.3576423577, 95211520
741450388, 593394, 95232000
742049190, 598802, 95264768
742647106, 597916, 95293440
743244093, 596987, 95322112
743835703, 591610, 95342592
744437425, 601120.8791208792, 95371264
745034709, 597284, 95395840
745633208, 598499, 95424512
746229197, 595989, 95444992
746823560, 594363, 95473664
747417341, 593781, 95502336
748014851, 597510, 95531008
748613526, 598675, 95547392
749216597, 603071, 95576064
749816264, 599667, 95600640
750418160, 601896, 95629312
751015171, 597011, 95649792
751618993, 603822, 95678464
752213913, 594920, 95703040
752804824, 590911, 95727616
753398774, 593950, 95752192
753998163, 599389, 95784960
754591406, 593243, 95805440
755196169, 604763, 95834112
755789073, 592904, 95858688
756383941, 594868, 95887360
756974016, 590075, 95911936
757574892, 600876, 95936512
758170208, 595316, 95961088
758766045, 595837, 95989760
759351704, 585659, 96014336
759942948, 591244, 96038912
760541275, 598327, 96059392
761143667, 602392, 96092160
761739070, 594808.1918081918, 96116736
762335774, 596704, 96145408
762930354, 594580, 96174080
763527878, 597524, 96194560
764124657, 596779, 96223232
764721400, 596743, 96247808
765315945, 594545, 96272384
765917884, 601939, 96296960
766511688, 593804, 96325632
767110743, 599055, 96354304
767707118, 596375, 96378880
768307019, 599901, 96407552
768899315, 592296, 96432128
769499356, 600041, 96460800
770097775, 598419, 96485376
770697323, 599548, 96514048
771291993, 594670, 96538624
771892247, 600254, 96563200
772489986, 597739, 96587776
773088944, 598958, 96616448
773683678, 594734, 96636928
774277204, 593526, 96661504
774872580, 595376, 96690176
775471315, 598735, 96714752
776073812, 602497, 96739328
776670993, 597181, 96768000
777270472, 599479, 96792576
777865315, 594843, 96821248
778468245, 602930, 96849920
779063374, 594534.4655344656, 96874496
779662159, 598785, 96903168
780256878, 594719, 96927744
780853590, 596115.8841158842, 96952320
781450513, 596923, 96976896
782042444, 591931, 97001472
782638799, 596355, 97026048
783229489, 590690, 97050624
783828035, 598546, 97079296
784427428, 599393, 97099776
785027419, 599991, 97132544
785628823, 601404, 97157120
786225536, 596713, 97181696
786827453, 601917, 97210368
787418992, 591539, 97226752
788017996, 599004, 97251328
788614969, 596376.6233766235, 97280000
789215484, 599915.084915085, 97304576
789811183, 595699, 97329152
790408780, 597597, 97353728
791003032, 594252, 97382400
791591836, 588804, 97402880
792167575, 575739, 97431552
792762677, 595102, 97452032
793355743, 593066, 97480704
793954730, 598987, 97505280
794552142, 597412, 97533952
795152657, 599915.084915085, 97558528
795749197, 596540, 97587200
796350302, 601105, 97603584
796949122, 598820, 97632256
797549025, 599903, 97660928
798142977, 593952, 97677312
798738132, 595155, 97710080
799330518, 592386, 97730560
799927298, 596780, 97755136
800522707, 595409, 97787904
801108600, 585893, 97816576
801703920, 595320, 97837056
802299115, 595195, 97865728
802891376, 592261, 97894400
803485319, 593943, 97910784
804079883, 594564, 97939456
804674075, 594192, 97964032
805267962, 593887, 97988608
805864473, 596511, 98009088
806460478, 595409.5904095905, 98045952
807057840, 597362, 98074624
807653975, 596135, 98099200
808252199, 598224, 98123776
808845540, 593341, 98156544
809440516, 594976, 98185216
810027176, 586660, 98205696
810626603, 599427, 98230272
811222238, 595635, 98254848
811819796, 596961.038961039, 98279424
812374989, 554638.3616383617, 98304000
812903597, 528608, 98328576
813426207, 522610, 98353152
813949926, 522673.65269461076, 98381824
814452123, 502197, 98402304
814978377, 526254, 98426880
815494639, 516262, 98443264
815995056, 500417, 98471936
816483050, 487994, 98492416
816982126, 499076, 98512896
817468323, 486197, 98529280
817929352, 461029, 98549760
818402840, 473488, 98574336
818926622, 523782, 98598912
819388296, 461674, 98615296
819883295, 494999, 98639872
820460829, 577534, 98660352
821032958, 572129, 98684928
821625028, 592070, 98709504
822204659, 579631, 98738176
822792027, 587368, 98762752
823383199, 591172, 98787328
823926170, 542971, 98816000
824385295, 459125, 98836480
824808913, 423618, 98852864
825393708, 583627.744510978, 98881536
825980302, 586594, 98906112
826552659, 572357, 98930688
827129723, 577064, 98955264
827686035, 556312, 98971648
828287036, 601001, 99012608
828885091, 598055, 99037184
829469982, 584891, 99065856
830057826, 587844, 99086336
830659187, 601361, 99115008
831252286, 593099, 99135488
831851292, 599006, 99164160
832444389, 593097, 99192832
833043084, 598695, 99213312
833642298, 598615.3846153846, 99246080
834239139, 596841, 99270656
834827803, 588664, 99295232
835422895, 595092, 99319808
836017237, 594342, 99344384
836613925, 596688, 99368960
837210715, 596790, 99405824
837808664, 597949, 99422208
838394284, 585620, 99446784
838985713, 591429, 99475456
839577386, 591673, 99500032
840172913, 595527, 99520512
840768249, 595336, 99553280
841366829, 598580, 99581952
841958869, 592040, 99610624
842556981, 598112, 99631104
843148569, 590997.002997003, 99655680
843740867, 592298, 99684352
844328961, 588094, 99704832
844927412, 598451, 99733504
845497792, 570380, 99758080
846080441, 582649, 99782656
846656758, 576317, 99811328
847255003, 598245, 99835904
847846584, 591581, 99856384
848442133, 595549, 99885056
849024420, 582287, 99909632
849611014, 586594, 99934208
850201665, 590651, 99954688
850785313, 583064.9350649351, 99983360
851362218, 576905, 100003840
851964022, 601804, 100032512
852560951, 596929, 100061184
853150995, 590044, 100081664
853741124, 590129, 100110336
854320423, 579299, 100126720
854901053, 580630, 100155392
855404666, 503613, 100184064
855973736, 569070, 100208640
856375334, 401598, 85704704
856847289, 471955, 71925760
857275046, 427757, 69660672
857743444, 468398, 69685248
858218107, 474188.81118881126, 69705728
858727978, 509871, 69726208
859215189, 486724.2757242758, 69750784
859658257, 443068, 69521408
860208577, 550320, 69378048
860765324, 556747, 69062656
861320132, 554808, 68685824
861853441, 533309, 68714496
862374863, 521422, 68739072
862935098, 560235, 68767744
863504006, 568908, 68784128
864070211, 566205, 68808704
864619827, 549616, 68829184
865171396, 551569, 68857856
865676663, 505267, 68878336
866192076, 515413, 64057344
866676886, 484810, 63909888
867179595, 502709, 63905792
867638018, 458423, 62566400
868128001, 489983, 61546496
868667988, 539987, 61505536
869214143, 546155, 61538304
869739633, 525490, 61558784
870270419, 530786, 61505536
870819802, 549383, 61526016
871356714, 536912, 61546496
871913764, 557050, 61583360
872457560, 543796, 61599744
873001534, 543974, 61628416
873551828, 550294, 61648896
874093770, 541942, 61673472
874652970, 559200, 61693952
875197909, 544939, 61718528
875702078, 504169, 60735488
876233569, 531491, 60764160
876792691, 559122, 60784640
877365223, 572532, 60817408
877935982, 570759, 60837888
878499743, 563761, 60866560
879066189, 566446, 60887040
879632668, 566479, 60907520
880217866, 585198, 60940288
880796543, 578677, 60960768
881377606, 580482.5174825175, 60985344
881950494, 572888, 61009920
882521492, 570998, 61038592
883101475, 579983, 61063168
883592682, 491207, 61087744
884114225, 521543, 61104128
884653963, 539738, 61128704
885187033, 533070, 61153280
885690680, 503647, 61169664
886267089, 576409, 61202432
886829677, 562588, 61235200
887393043, 563366, 61259776
887963096, 570053, 61280256
888552141, 589045, 61304832
889148211, 596070, 61329408
889739499, 591288, 61358080
890332631, 593132, 61386752
890921186, 588555, 61407232
891511922, 590736, 61435904
892107570, 595648, 61452288
892696755, 589185, 61480960
893291300, 594545, 61509632
893879392, 588092, 61534208
894470921, 591529, 61554688
895059520, 588599, 61595648
895647697, 588177, 61616128
896232809, 585112, 61636608
896822521, 589712, 61665280
897409360, 586839, 61685760
898001174, 591814, 61714432
898591130, 589956, 61743104
899187807, 596677, 61763584
899768096, 580289, 61788160
900360946, 592850, 61808640
900926590, 565644, 61837312
901523199, 596012.987012987, 61861888
902110076, 586877, 61886464
902715699, 605623, 61915136
903314607, 598908, 61939712
903916263, 601656, 61968384
904516030, 599767, 61992960
905114962, 598333.6663336664, 62017536
905711849, 596887, 62054400
906314068, 602219, 62078976
906909445, 595377, 62111744
907510250, 600805, 62140416
908109181, 598931, 62160896
908708064, 598883, 62189568
909307717, 599653, 62218240
909907757, 599440.5594405595, 62234624
910508926, 601169, 62271488
911110107, 601181, 62296064
911715195, 605088, 62324736
912312634, 597439, 62353408
912911402, 598768, 62390272
913508316, 596914, 62410752
914110828, 602512, 62443520
914707609, 596781, 62468096
915307525, 599916, 62496768
915908539, 601014, 62521344
916513427, 604888, 62550016
917112432, 599005, 62574592
917691749, 579317, 62603264
918237255, 545506, 62631936
918807403, 570148, 62656512
919394189, 586786, 62681088
920003215, 609026, 62701568
920603597, 600382, 62734336
921206866, 603269, 62758912
921808898, 602032, 62779392
922408861, 599963, 62808064
922962127, 553266, 62836736
923353475, 391348, 62849024
923833249, 479774, 62869504
924421442, 588193, 62898176
925014043, 592601, 62922752
925612229, 598186, 62939136
926207346, 595117, 62976000
926811302, 603956, 62996480
927400688, 589386, 63021056
927991421, 590733, 63045632
928579230, 587809, 63070208
929178399, 599169, 63098880
929777920, 599521, 63131648
930378252, 600332, 63156224
930976074, 597822, 63184896
931570388, 594314, 63201280
932165035, 594647, 63234048
932767983, 602948, 63262720
933367575, 599592, 63287296
933968613, 601038, 63311872
934566094, 597481, 63336448
935160817, 594723, 63361024
935757175, 596358, 63393792
936353744, 596569, 63422464
936951302, 597558, 63447040
937547382, 596080, 63471616
938144096, 596714, 63504384
938743833, 598539.9201596807, 63528960
939340853, 597020, 63553536
939942649, 601796, 63578112
940536753, 594104, 63606784
941140467, 603714, 63627264
941733361, 592894, 63664128
942332870, 599509, 63688704
942929272, 596402, 63717376
943525297, 596025, 63737856
944124700, 599403, 63778816
944721545, 596845, 63795200
945324131, 602586, 63819776
945915609, 591478, 63848448
946509627, 594018, 63873024
947108030, 598403, 63905792
947683739, 575709, 63926272
948282112, 598373, 63950848
948878924, 596812, 63975424
949480031, 601107, 64004096
950076952, 596921, 64024576
950679697, 602745, 64057344
951280281, 600584, 64081920
951884021, 603740, 64106496
952482698, 598677, 64131072
953083557, 600859, 64163840
953681245, 597688, 64188416
954281882, 600637, 64217088
954881339, 599457, 64237568
955480667, 599328, 64258048
956076300, 595633, 64290816
956674735, 598435, 64315392
957273369, 598634, 64339968
957869687, 595722.2777222778, 64364544
958469380, 599693, 64393216
959068503, 599123, 64417792
959671234, 602128.8711288712, 64446464
960271469, 600235, 64475136
960872413, 600944, 64503808
961468430, 596017, 64528384
962073296, 604866, 64552960
962671301, 598005, 64585728
963274327, 602423.5764235765, 64614400
963874970, 600643, 64638976
964475358, 600388, 64663552
965075873, 599915.084915085, 64700416
965681830, 605957, 64724992
966283990, 602160, 64753664
966890341, 606351, 64774144
967490214, 599873, 64806912
968098188, 607974, 64831488
968696343, 598155, 64856064
969302143, 605800, 64880640
969902658, 600515, 64909312
970508741, 606083, 64937984
971108658, 599917, 64958464
971713803, 605145, 64987136
972318989, 605186, 65015808
972925688, 606699, 65040384
973526976, 601288, 65073152
974133895, 606919, 65093632
974737247, 603352, 65118208
975341289, 603438.5614385615, 65146880
975947662, 606373, 65163264
976552597, 604935, 65200128
977154166, 601569, 65224704
977761475, 607309, 65245184
978364346, 602871, 65273856
978973004, 608658, 65302528
979572550, 599546, 65327104
980181687, 609137, 65351680
980784690, 603003, 65380352
981393701, 609011, 65409024
981998780, 605079, 65437696
982604128, 604743.2567432568, 65462272
983206907, 602779, 65486848
983812415, 605508, 65511424
984408555, 596140, 65540096
985017521, 608966, 65568768
985621198, 603677, 65593344
986229063, 607865, 65617920
986831270, 602207, 65638400
987437943, 606673, 65667072
988043161, 605218, 65699840
988651794, 608633, 65728512
989253463, 601669, 65748992
989844617, 591154, 65777664
990444821, 600204, 65802240
991045336, 600515, 65822720
991633433, 588097, 65847296
992237944, 604511, 65875968
992841133, 603189, 65900544
993448266, 607133, 65929216
994055453, 607187, 65957888
994659320, 603867, 65986560
995260275, 600354.6453546454, 66011136
995865863, 605588, 66035712
996468681, 602818, 66064384
997072638, 603957, 66093056
997678870, 606232, 66117632
998282941, 604071, 66142208
998889471, 606530, 66166784
999495028, 605557, 66195456
