total_iterations, iterations_per_second, memory_usage
714157575, 683002, 81776640
714832151, 674576, 81809408
715414107, 581956, 81846272
716089970, 675863, 81870848
716760583, 670613, 81903616
717465432, 704849, 81936384
718168955, 703523, 81969152
718822395, 653440, 82001920
719350185, 527790, 82030592
719806406, 456221, 82055168
720430849, 624443, 82075648
721068757, 637908, 82104320
721779781, 711024, 82141184
722487040, 707259, 82173952
723187914, 700874, 82202624
723891508, 703594, 82235392
724596448, 704940, 82272256
725300285, 703837, 82309120
726007977, 707692, 82345984
726707865, 699888, 82374656
727412067, 704202, 82411520
728113899, 701832, 82456576
728815433, 701534, 82493440
729518054, 702621, 82530304
730222930, 704876, 82563072
730929097, 706167, 82595840
731634661, 705564, 82628608
732340122, 705461, 82661376
733047301, 707179, 82694144
733746674, 699373, 82722816
734452141, 705467, 82763776
735154698, 702557, 82796544
735859095, 704397, 82829312
736565648, 706553, 82862080
737273053, 707405, 82894848
737976706, 703653, 82931712
738681667, 704961, 82964480
739382005, 700338, 82993152
740090421, 708416, 83021824
740793451, 703030, 83058688
741500628, 707177, 83087360
742204843, 704215, 83124224
742908428, 703585, 83156992
743599504, 691076, 83197952
744301808, 702304, 83238912
745006224, 704416, 83267584
745714104, 707880, 83300352
746418979, 704875, 83329024
747127270, 708291, 83365888
747829599, 702329, 83402752
748537150, 707551, 83439616
749239954, 702804, 83476480
749938253, 698299, 83501056
750642133, 703880, 83537920
751346253, 704120, 83570688
752054275, 708022, 83603456
752764620, 710345, 83636224
753461957, 697337, 83681280
754162934, 700977, 83714048
754862805, 699871, 83750912
755571407, 708602, 83779584
756275300, 703893, 83816448
756985150, 709850, 83853312
757691394, 706244, 83877888
758402774, 711380, 83914752
759101986, 699212, 83947520
759809857, 707871, 83984384
760509906, 700049, 84021248
761221330, 711424, 84054016
761927208, 705878, 84082688
762627278, 700070, 84119552
763334253, 706975, 84152320
764046768, 712515, 84180992
764751329, 704561, 84217856
765454575, 703246, 84254720
766165182, 710607, 84295680
766869726, 704544, 84328448
767576869, 707143, 84365312
768283629, 706760, 84389888
768985636, 702007, 84422656
769693485, 707849, 84459520
770392669, 699184, 84492288
771096738, 704069, 84533248
771796657, 699919, 84570112
772503682, 707025, 84602880
773210316, 706634, 84635648
773918493, 708177, 84672512
774626698, 708205, 84705280
775337840, 711142, 84738048
776040149, 702309, 84770816
776746266, 706117, 84807680
777446087, 699821, 84844544
778151809, 705722, 84877312
778857489, 705680, 84910080
779562674, 705185, 84942848
780268282, 705608, 84971520
780974165, 705883, 85012480
781675835, 701670, 85041152
782378935, 703100, 85073920
783085039, 706104, 85102592
783793712, 708673, 85139456
784499051, 705339, 85172224
785204042, 704991, 85209088
785910760, 706718, 85241856
786617588, 706828, 85270528
787321263, 703675, 85307392
788027772, 706509, 85340160
788731711, 703939, 85368832
789438076, 706365, 85405696
790140558, 702482, 85442560
790842641, 702083, 85475328
791545667, 703026, 85512192
792247005, 701338, 85540864
792956651, 709646, 85581824
793660782, 704131, 85606400
794371229, 710447, 85647360
795076234, 705005, 85676032
795785991, 709757, 85716992
796490381, 704390, 85745664
797197756, 707375, 85786624
797900290, 702534, 85819392
798607607, 707317, 85856256
799307240, 699633, 85884928
800014048, 706808, 85917696
800717261, 703213, 85954560
801417001, 699740, 85983232
802121271, 704270, 86020096
802822310, 701039, 86061056
803523560, 701250, 86089728
804229830, 706270, 86122496
804933171, 703341, 86151168
805638428, 705257, 86188032
806344634, 706206, 86220800
807050572, 705938, 86249472
807753106, 702534, 86286336
808463658, 710552, 86323200
809165879, 702221, 86355968
809871977, 706098, 86384640
810580608, 708631, 86421504
811287794, 707186, 86454272
811995596, 707802, 86482944
812692984, 697388, 86515712
813390060, 697076, 86564864
814098459, 708399, 86597632
814805897, 707438, 86630400
815514791, 708894, 86663168
816221656, 706865, 86695936
816929048, 707392, 86728704
817632690, 703642, 86773760
818339295, 706605, 86806528
819044177, 704882, 86843392
819748817, 704640, 86876160
820452410, 703593, 86908928
821157832, 705422, 86937600
821859656, 701824, 86974464
822565198, 705542, 87007232
823271967, 706769, 87031808
823974811, 702844, 87068672
824679149, 704338, 87101440
825382879, 703730, 87142400
825995720, 612841, 87166976
826546950, 551230, 88535040
826938504, 391554, 88555520
827570484, 631980, 88588288
828250973, 680489, 88625152
828942164, 691191, 88653824
829608633, 666469, 88682496
830315106, 706473, 88719360
831014014, 698908, 88748032
831673557, 659543, 88784896
832371019, 697462, 88813568
833070582, 699563, 88854528
833743532, 672950, 88879104
834387758, 644226, 88915968
834962687, 574929, 88940544
835664275, 701588, 88973312
836356485, 692210, 89006080
837058824, 702339, 89038848
837765090, 706266, 89071616
838471958, 706868, 89100288
839181346, 709388, 89141248
839887036, 705690, 89178112
840595751, 708715, 89206784
841299624, 703873, 89239552
842004890, 705266, 89272320
842702688, 697798, 89305088
843412387, 709699, 89337856
844110224, 697837, 89366528
844815854, 705630, 89403392
845476961, 661107, 89436160
846132059, 655098, 89464832
846795840, 663781, 89489408
847461140, 665300, 89526272
848111531, 650391, 89559040
848764651, 653120, 89587712
849394805, 630154, 89624576
850100081, 705276, 89653248
850659537, 559456, 89677824
851170628, 511091, 89698304
851873981, 703353, 89726976
852580224, 706243, 89759744
853281192, 700968, 89792512
853982304, 701112, 89829376
854682011, 699707, 89866240
855242609, 560598, 89886720
855765384, 522775, 89923584
856292792, 527408, 89952256
856913871, 621079, 89980928
857465195, 551324, 89997312
857977663, 512468, 90021888
858662620, 684957, 90062848
859354439, 691819, 90087424
860049471, 695032, 90120192
860698247, 648776, 90148864
861359251, 661004, 90181632
862030447, 671196, 90218496
862704795, 674348, 90243072
863372567, 667772, 90275840
864023924, 651357, 90308608
864705801, 681877, 90341376
865375234, 669433, 90374144
866044116, 668882, 90402816
866715575, 671459, 90435584
867350222, 634647, 90456064
868034523, 684301, 90488832
868693391, 658868, 90525696
869375622, 682231, 90550272
870068519, 692897, 90591232
870751688, 683169, 90624000
871450046, 698358, 90652672
872140281, 690235, 90681344
872802036, 661755, 90718208
873360795, 558759, 83755008
874052823, 692028, 83783680
874739721, 686898, 83816448
875313956, 574235, 83841024
875997788, 683832, 83877888
876691357, 693569, 83910656
877354469, 663112, 83947520
877924926, 570457, 83976192
878584964, 660038, 84004864
879270784, 685820, 84037632
879957427, 686643, 84066304
880644035, 686608, 84099072
881332878, 688843, 84135936
882020903, 688025, 84164608
882703069, 682166, 84201472
883380167, 677098, 84226048
884058105, 677938, 84258816
884737925, 679820, 84287488
885423649, 685724, 84324352
886109361, 685712, 84348928
886788970, 679609, 84385792
887465570, 676600, 84414464
888141462, 675892, 84443136
888823372, 681910, 84480000
889505170, 681798, 84512768
890192604, 687434, 84541440
890860811, 668207, 84570112
891527051, 666240, 84602880
892193624, 666573, 84635648
892847827, 654203, 84660224
893500294, 652467, 84688896
894170206, 669912, 84725760
894845022, 674816, 84754432
895519762, 674740, 84791296
896202175, 682413, 84824064
896874856, 672681, 84852736
897529084, 654228, 84889600
898176143, 647059, 84922368
898826783, 650640, 84946944
899499818, 673035, 84983808
900156555, 656737, 85008384
900843170, 686615, 85041152
901515350, 672180, 85069824
902199386, 684036, 85102592
902867962, 668576, 85135360
903491987, 624025, 85168128
904169937, 677950, 85200896
904851492, 681555, 85241856
905533597, 682105, 85270528
906207016, 673419, 85303296
906885943, 678927, 85336064
907562173, 676230, 85372928
908249362, 687189, 85401600
908914054, 664692, 85434368
909583274, 669220, 85471232
910247634, 664360, 85495808
910915687, 668053, 85528576
911581574, 665887, 85557248
912250571, 668997, 85594112
912906121, 655550, 85622784
913559419, 653298, 85647360
914228851, 669432, 85676032
914906155, 677304, 85716992
915572077, 665922, 85749760
916235945, 663868, 85782528
916864775, 628830, 85807104
917494917, 630142, 85839872
918124437, 629520, 85868544
918815479, 691042, 85901312
919438128, 622649, 85925888
920087686, 649558, 85962752
920749050, 661364, 85995520
921413355, 664305, 86020096
922109449, 696094, 86052864
922812357, 702908, 86085632
923507998, 695641, 86122496
924216128, 708130, 86151168
924913626, 697498, 86188032
925622274, 708648, 86216704
926329712, 707438, 86253568
927039523, 709811, 86286336
927747721, 708198, 86323200
928455778, 708057, 86351872
929161721, 705943, 86384640
929868678, 706957, 86417408
930571096, 702418, 86450176
931281140, 710044, 86482944
931987842, 706702, 86511616
932698117, 710275, 86548480
933402275, 704158, 86581248
934104657, 702382, 86618112
934811159, 706502, 86642688
935524345, 713186, 86675456
936232919, 708574, 86708224
936944313, 711394, 86736896
937654854, 710541, 86773760
938363211, 708357, 86806528
939068321, 705110, 86843392
939774895, 706574, 86872064
940478592, 703697, 86904832
941183917, 705325, 86933504
941885858, 701941, 86966272
942595210, 709352, 86999040
943298563, 703353, 87031808
944002244, 703681, 87060480
944699191, 696947, 87105536
945410269, 711078, 87146496
946109718, 699449, 87175168
946818128, 708410, 87207936
947526987, 708859, 87240704
948233742, 706755, 87273472
948932503, 698761, 87306240
949638088, 705585, 87343104
950340526, 702438, 87375872
951045756, 705230, 87408640
951754693, 708937, 87437312
952459790, 705097, 87470080
953170624, 710834, 87506944
953879229, 708605, 87539712
954587945, 708716, 87568384
955286611, 698666, 87605248
955994764, 708153, 87638016
956702591, 707827, 87666688
957416084, 713493, 87703552
958127236, 711152, 87740416
958838620, 711384, 87777280
959549020, 710400, 87810048
960257226, 708206, 87842816
960962700, 705474, 87867392
961673237, 710537, 87904256
962382049, 708812, 87937024
963091807, 709758, 87969792
963800567, 708760, 88002560
964513808, 713241, 88035328
965221629, 707821, 88068096
965928946, 707317, 88100864
966641022, 712076, 88133632
967352530, 711508, 88166400
968063629, 711099, 88199168
968774176, 710547, 88236032
969482281, 708105, 88264704
970191920, 709639, 88297472
970897332, 705412, 88326144
971602528, 705196, 88358912
972297510, 694982, 88391680
972995818, 698308, 88424448
973661379, 665561, 88457216
974315710, 654331, 88485888
974944776, 629066, 88514560
975586341, 641565, 88543232
976243839, 657498, 88576000
976906131, 662292, 88608768
977568890, 662759, 88637440
978218064, 649174, 88670208
978891144, 673080, 88698880
979594650, 703506, 88735744
980299823, 705173, 88764416
981001896, 702073, 88797184
981702207, 700311, 88825856
982408332, 706125, 88862720
983107106, 698774, 88895488
983812660, 705554, 88928256
984512589, 699929, 88956928
985217829, 705240, 88993792
985921790, 703961, 89034752
986620124, 698334, 89063424
987326285, 706161, 89092096
988034514, 708229, 89124864
988735514, 701000, 89153536
989443301, 707787, 89186304
990140960, 697659, 89219072
990848990, 708030, 89251840
991550611, 701621, 89292800
992261712, 711101, 89321472
992965112, 703400, 89358336
993673871, 708759, 89387008
994369312, 695441, 89423872
995067856, 698544, 89456640
995765477, 697621, 89489408
996473386, 707909, 89518080
997169404, 696018, 89563136
997873856, 704452, 89595904
998574862, 701006, 89632768
999278125, 703263, 89661440
999980601, 702476, 89694208
